customer_id,age,gender,country,tenure_months,monthly_spend,num_transactions,last_login_days,support_tickets,payment_method,is_active,total_spend,avg_transaction_value,target_churn,target_revenue,target_fraud
3322,39,Male,India,28,330.0849396544155,67,18,4,Card,0,9242.378310323635,135.91732809299464,1,376.54739715817414,0
3182,22,Female,UK,54,144.08300103094973,9,4,6,Crypto,0,7780.482055671286,778.0482055671285,0,169.77541204829635,0
4184,41,Female,India,38,385.18480244292886,9,8,5,Card,1,14637.022492831296,1463.7022492831297,0,409.8469731008111,0
1616,32,Female,Germany,33,73.86153883869099,49,5,3,Card,0,2437.430781676803,48.748615633536055,0,71.42863130116739,0
3025,30,Female,US,43,135.94055010366938,46,9,8,Crypto,0,5845.443654457783,124.37114158420815,0,130.5281981707706,0
1414,45,Male,US,40,324.8117917479726,70,6,8,Card,0,12992.471669918905,182.9925587312522,0,321.0152407654663,0
764,49,Male,India,5,408.015051284872,23,5,1,Crypto,0,2040.07525642436,85.00313568434834,0,392.4377600645936,0
656,69,Female,Germany,58,223.3727129598283,22,14,9,Card,1,12955.617351670042,563.2877109421757,0,180.76661787932366,0
4798,29,Female,India,45,378.51375457065114,83,13,6,PayPal,1,17033.118955679303,202.77522566284884,0,443.5873033896392,1
3850,20,Female,India,44,124.85035759456657,79,9,8,Card,1,5493.415734160929,68.6676966770116,0,125.18899721421396,0
4154,46,Male,US,57,303.84444310334806,37,16,8,Crypto,1,17319.13325689084,455.7666646550221,1,274.3465120664963,0
469,49,Male,UK,19,146.95657920678968,10,27,0,Crypto,0,2792.175004929004,253.8340913571822,1,137.44219803509404,0
158,49,Female,Germany,25,287.3916476882802,48,18,0,Card,1,7184.791192207005,146.628391677694,1,264.6462124995684,0
1296,63,Female,India,1,105.06050231419496,89,1,4,Crypto,1,105.06050231419496,1.1673389146021662,0,114.14130092683662,1
498,57,Female,US,29,338.8852599030629,54,9,2,Card,0,9827.672537188824,178.68495522161498,0,300.6649607886473,0
4741,39,Male,UK,24,163.99590586578134,40,19,3,Crypto,0,3935.9017407787524,95.9976034336281,1,178.00771556472006,0
2941,45,Male,US,35,58.8174779994109,63,8,3,PayPal,1,2058.6117299793814,32.165808280927834,0,53.36252520724956,0
3457,52,Female,Germany,11,475.90368966176146,57,17,9,Card,1,5234.9405862793765,90.25759631516166,1,570.4713730696209,0
374,34,Female,UK,5,471.3926586858491,20,17,3,PayPal,0,2356.9632934292454,112.23634730615454,1,518.439800922194,0
80,53,Male,US,59,199.77735317649973,37,19,7,PayPal,1,11786.863837413484,310.18062730035484,1,189.36946226307526,0
1554,50,Female,Germany,36,277.8179591776352,12,12,3,Card,1,10001.446530394867,769.3420407996052,0,234.0093621768674,0
1670,46,Male,UK,17,358.6412771183059,74,25,4,Card,0,6096.9017110112,81.29202281348266,1,385.15288227236874,0
2132,49,Female,India,20,276.1859174489987,8,27,8,Crypto,0,5523.718348979974,613.7464832199971,1,324.28214362857614,0
4440,43,Male,India,16,497.11891203856214,19,15,9,Card,1,7953.902592616994,397.6951296308497,0,586.6049731513606,0
466,21,Female,Germany,17,343.6156999725731,29,2,7,Crypto,0,5841.466899533743,194.71556331779144,0,291.01421621128503,0
249,22,Male,UK,24,100.08235252200065,2,14,9,Crypto,0,2401.9764605280157,800.6588201760052,0,115.17659057812111,0
932,20,Female,US,10,167.25092064935953,17,26,1,PayPal,0,1672.5092064935952,92.91717813853307,1,156.92329090120128,0
1336,60,Female,US,48,386.1706293902584,34,14,2,Card,0,18536.190210732402,529.6054345923543,0,383.08544884262614,0
4525,36,Male,Germany,11,285.6283713102866,30,28,0,Card,1,3141.9120844131526,101.35200272300492,1,333.48719300873915,0
1339,45,Female,US,29,429.07353198843725,2,24,1,Card,0,12443.132427664681,4147.71080922156,1,378.41641986322423,0
1407,40,Female,Germany,46,299.0428241275033,36,26,7,PayPal,0,13755.969909865153,371.782970536896,1,282.4257094693893,0
1091,36,Female,Germany,37,46.7065564777773,39,11,2,PayPal,1,1728.14258967776,43.203564741944,0,45.04377268328607,0
4210,39,Male,India,15,52.4263248587298,97,23,6,Crypto,0,786.394872880947,8.02443747837701,1,44.988932100530974,1
743,38,Female,US,16,251.01255224557605,36,8,2,Crypto,1,4016.2008359292167,108.54596853862748,0,229.67872806612073,0
2324,47,Male,India,42,70.37080655741575,70,9,6,Card,0,2955.5738754114614,41.62780106213326,0,59.79593969468845,0
3602,58,Male,Germany,4,50.27608368462403,5,7,1,Crypto,0,201.1043347384961,33.51738912308269,0,46.67734071809885,0
2124,62,Male,UK,23,225.7106421467347,20,25,5,PayPal,0,5191.3447693748985,247.20689377975708,1,253.01801673053004,0
2095,49,Male,UK,24,71.3242891746775,25,13,5,Crypto,0,1711.78294019226,65.83780539201,0,77.06066651478902,0
241,49,Male,Germany,59,353.9073035450893,2,9,9,Crypto,0,20880.53090916027,6960.17696972009,0,400.34253322038285,0
2352,23,Female,Germany,15,20.89891708120092,1,12,3,Crypto,1,313.4837562180138,156.7418781090069,0,18.288232582156947,0
1371,35,Female,UK,53,442.1203089269101,64,19,1,PayPal,0,23432.376373126237,360.4980980480959,1,462.52188939770195,0
1058,26,Female,US,47,400.26417591456885,12,5,3,PayPal,0,18812.416267984736,1447.1089436911336,0,346.43010487360084,0
4817,57,Female,Germany,46,357.2669427232084,37,17,3,Card,1,16434.279365267586,432.4810359280944,1,427.4135379102318,0
200,56,Female,India,13,275.8546695143627,73,18,0,Crypto,1,3586.1107036867147,48.46095545522587,1,271.0494239755623,0
2281,31,Female,US,53,101.43731900322506,84,23,1,PayPal,0,5376.177907170928,63.24915184906974,1,83.58912805263822,1
4750,49,Male,India,14,255.7464971339969,55,20,3,Crypto,1,3580.450959875957,63.93662428349923,1,241.38349776192396,0
2221,22,Male,India,37,436.09931974360586,83,26,7,Card,0,16135.674830513417,192.09136702992163,1,442.36463397821694,1
4772,34,Female,UK,7,441.6010908260418,71,10,3,Card,0,3091.2076357822925,42.93343938586517,0,444.0866061553432,0
2820,31,Female,UK,59,251.81761434399948,78,15,6,Crypto,1,14857.239246295969,188.06631957336668,0,267.6349601703725,0
3151,36,Female,Germany,55,381.62629516152117,12,9,1,PayPal,0,20989.446233883664,1614.5727872218204,0,440.33162214102504,0
4257,30,Female,UK,24,341.9453723393831,39,15,9,Crypto,0,8206.688936145194,205.16722340362986,0,284.3074407700545,0
3108,52,Male,UK,45,430.942505769462,48,22,7,PayPal,1,19392.41275962579,395.76352570664875,1,349.95074296731445,0
1974,18,Female,UK,53,244.56224629986318,84,15,9,Crypto,0,12961.799053892748,152.4917535752088,0,247.66810671278625,1
1376,67,Female,US,34,38.23896190627623,48,5,5,PayPal,0,1300.1247048133919,26.53315724108963,0,38.19384616793986,0
3969,41,Female,US,25,51.32249078000285,13,9,4,PayPal,1,1283.0622695000714,91.64730496429081,0,42.90974669786436,0
4063,48,Male,UK,2,351.30117281574456,21,21,8,Card,1,702.6023456314891,31.93647025597678,1,294.13533421188765,0
4446,30,Female,UK,34,407.8470795501361,6,26,9,Card,0,13866.800704704627,1980.971529243518,1,487.50191283256044,0
3558,31,Male,India,55,440.6860519243688,51,5,4,PayPal,0,24237.732855840284,466.11024722769776,0,452.8420005122723,0
965,64,Male,UK,28,324.3442439872253,43,4,2,Card,1,9081.638831642309,206.4008825373252,0,319.8995714179999,0
180,59,Female,Germany,18,352.4544528440483,45,11,3,Crypto,1,6344.18015119287,137.91695980854064,0,318.8177433610817,0
3699,52,Male,US,34,236.57859594195034,31,9,7,PayPal,1,8043.672262026312,251.36475818832224,0,192.2397690552246,0
3822,52,Female,UK,1,197.27848103342947,66,1,8,Card,1,197.27848103342947,2.944454940797455,0,166.185767895152,0
4879,31,Female,Germany,23,173.91906858696797,7,5,1,Crypto,0,4000.138577500263,500.0173221875329,0,178.62137355080895,0
3900,67,Female,UK,47,497.36245002586816,99,3,3,Crypto,1,23376.035151215805,233.76035151215805,0,519.3725299369072,1
4488,31,Female,India,40,363.83889308321375,71,11,2,PayPal,0,14553.55572332855,202.13271837956322,0,349.65692939280217,0
3239,52,Male,Germany,7,84.7399262758629,32,20,8,Card,1,593.1794839310403,17.97513587669819,1,74.73990282821995,0
2975,27,Female,UK,10,470.0874090365457,36,9,4,Card,1,4700.874090365457,127.0506510909583,0,411.66326010536517,0
3581,31,Female,Germany,20,301.3377674266385,66,17,0,PayPal,1,6026.75534853277,89.95157236616075,1,270.5284608862829,0
2888,39,Male,India,41,159.6600466486216,82,27,4,PayPal,1,6546.061912593485,78.86821581437934,1,138.4314753786596,1
2576,49,Male,US,39,451.68291632883347,85,8,6,PayPal,1,17615.633736824504,204.8329504281919,0,447.19808607803134,1
1420,41,Female,Germany,21,56.130675681729855,36,28,9,PayPal,1,1178.744189316327,31.857951062603433,1,60.01408982013266,0
3908,43,Male,UK,8,149.0740661895111,96,21,3,Card,1,1192.5925295160887,12.294768345526688,1,137.97320017777392,1
4674,45,Male,UK,39,264.11740249698323,93,21,3,Card,0,10300.578697382345,109.58062444023771,1,235.56172478707637,1
4903,37,Male,US,6,33.688877077420436,87,12,7,Crypto,1,202.1332624645226,2.2969688916423023,0,33.46074294104247,1
1861,56,Female,India,6,309.57992509376834,57,15,1,PayPal,1,1857.47955056261,32.025509492458795,0,335.0104247218464,0
9,36,Female,US,3,306.04486981603225,12,5,1,PayPal,0,918.1346094480967,70.62573918831514,0,336.5424678494843,0
2895,62,Female,UK,44,61.11881314254699,82,28,9,Card,1,2689.2277782720676,32.400334677976716,1,69.80986749780067,1
2848,52,Female,India,2,269.4763934898883,87,18,0,Card,1,538.9527869797766,6.124463488406553,1,256.8484424331809,1
3665,45,Male,UK,15,183.41633386093076,68,8,3,PayPal,0,2751.2450079139617,39.87311605672408,0,194.02716539297123,0
145,18,Female,UK,40,346.47610244426176,73,21,2,Crypto,1,13859.044097770471,187.28437969960095,1,322.9108711835668,0
2105,24,Male,India,48,306.190918324328,10,27,0,Card,1,14697.164079567743,1336.1058254152495,1,338.90976454013776,0
3144,41,Female,UK,50,134.58982971734963,87,17,4,Card,1,6729.491485867482,76.47149415758503,1,158.95933588525463,1
842,38,Male,Germany,44,228.7904949862617,30,14,6,Card,1,10066.781779395515,324.7348961095327,0,187.17409257926002,0
1129,55,Male,India,30,134.58304828883053,44,23,6,Card,1,4037.491448664916,89.72203219255368,1,122.33529498116437,0
152,32,Female,US,8,127.23802156622001,18,24,3,Crypto,0,1017.9041725297601,53.57390381735579,1,138.3520327770434,0
3592,26,Male,US,31,61.96769479694838,41,17,5,Crypto,1,1920.9985387053998,45.73806044536666,1,65.62814683163889,0
1053,47,Male,Germany,46,383.67565596942677,26,17,0,PayPal,1,17649.080174593633,653.6696360960605,1,327.50844688552615,0
1591,36,Male,India,59,471.54419822677204,47,17,3,PayPal,0,27821.10769537955,579.6064103204072,1,411.04067218580497,0
3009,25,Female,India,40,79.16269757642324,8,23,9,PayPal,1,3166.5079030569295,351.83421145076994,1,92.89543189503499,0
2030,35,Male,US,31,189.18821196593572,56,14,2,Card,1,5864.834570944007,102.89183457796504,0,188.6721891205634,0
3419,25,Male,Germany,47,254.4888098867966,14,24,8,Card,0,11960.97406467944,797.3982709786293,1,259.8755595420255,0
1808,43,Male,UK,33,435.79213897228277,11,29,2,Card,1,14381.140586085332,1198.4283821737777,1,482.8836220040948,0
2697,29,Male,US,31,65.3393846089852,80,29,9,Card,0,2025.5209228785411,25.006431146648655,1,74.71325171756986,0
3040,30,Male,UK,14,81.50481932025153,9,29,5,PayPal,0,1141.0674704835214,114.10674704835215,1,82.9558486862624,0
473,52,Female,India,29,74.60598199071286,51,13,1,PayPal,0,2163.573477730673,41.6071822640514,0,86.48892202178439,0
3290,68,Female,UK,40,479.1682725283077,75,13,7,Crypto,0,19166.73090113231,252.19382764647776,0,507.5907190153019,0
4075,33,Male,US,32,311.3737541045824,59,13,2,Card,1,9963.960131346637,166.06600218911063,0,344.066657195917,0
3497,65,Female,India,17,22.15121279625384,35,24,1,Crypto,0,376.5706175363153,10.460294931564313,1,25.996026972815983,0
280,28,Female,US,23,498.1497162196121,63,17,8,Crypto,1,11457.443473051078,179.0225542664231,1,444.0215078173559,0
1742,21,Male,US,18,474.0053163501032,95,3,6,Card,1,8532.095694301857,88.87599681564434,0,568.6503238954106,1
4625,69,Male,UK,13,291.29481016532054,17,19,7,PayPal,1,3786.832532149167,210.37958511939817,1,308.28307740286976,0
2887,25,Male,Germany,3,492.2460429668219,62,18,3,Card,0,1476.7381289004657,23.440287760324853,1,559.754275706321,0
1942,34,Male,UK,34,254.21499644339116,95,2,6,Crypto,1,8643.3098790753,90.03447790703437,0,239.52890928290898,1
101,62,Male,US,25,302.60454251120456,14,18,0,Crypto,0,7565.113562780114,504.34090418534095,1,249.0032493923584,0
2805,56,Male,US,30,91.01827461150593,87,7,3,Crypto,1,2730.548238345178,31.028957253922478,0,104.90349091164452,1
3571,63,Female,India,27,359.1342235055317,26,18,8,Card,1,9696.624034649356,359.1342235055317,1,288.93627635414197,0
3685,42,Female,India,9,214.50837580608032,1,26,4,PayPal,1,1930.5753822547229,965.2876911273614,1,188.19890401412692,0
3662,68,Female,Germany,42,136.80919713612738,39,13,9,Crypto,0,5745.98627971735,143.64965699293376,0,146.1551960393679,0
531,50,Female,Germany,13,87.33680613822406,30,26,8,Crypto,0,1135.3784797969129,36.62511225151332,1,94.39295115336347,0
1887,36,Female,India,49,103.00279886108538,74,4,0,PayPal,0,5047.137144193183,67.29516192257577,0,120.4417287864555,0
682,63,Male,UK,33,287.6683488047161,17,29,8,PayPal,0,9493.055510555632,527.3919728086462,1,275.78975414457744,0
3795,27,Female,India,48,420.81438140808655,23,11,6,Crypto,1,20199.090307588154,841.6287628161731,0,366.20881387959923,0
3945,30,Male,UK,8,228.18899007008778,27,26,1,Card,1,1825.5119205607023,65.19685430573936,1,185.25874699304913,0
4667,25,Female,India,36,322.3441777621757,12,2,3,Card,0,11604.390399438325,892.6454153414096,0,285.6014912828183,0
2019,39,Female,UK,57,266.0882976559725,43,10,9,Crypto,0,15167.032966390432,344.70529469069163,0,313.4604205912311,0
1097,64,Female,US,40,449.9452038790407,99,24,7,PayPal,1,17997.808155161627,179.97808155161627,1,430.3102797293764,1
830,22,Male,India,29,465.8944330748592,74,25,4,Card,0,13510.938559170916,180.14584745561223,1,431.5209564019824,0
2806,69,Male,US,47,201.51431290915605,63,7,4,PayPal,1,9471.172706730335,147.98707354266148,0,241.1225062570096,0
3830,66,Male,UK,9,442.05086776779643,99,27,7,Crypto,0,3978.4578099101677,39.78457809910168,1,491.3599846567641,1
4382,49,Male,Germany,8,391.8673247861889,64,8,0,Card,1,3134.938598289511,48.2298245890694,0,336.29504905928485,0
3892,69,Male,Germany,48,407.4462896971957,92,27,7,Card,0,19557.421905465395,210.29485919855264,1,448.7262218052765,1
765,33,Male,US,44,146.43373373880536,41,12,5,Crypto,1,6443.084284507436,153.40676867874848,0,120.98175345848092,0
2768,46,Male,Germany,12,477.56233074600044,15,4,7,PayPal,1,5730.747968952005,358.1717480595003,0,403.39636280956637,0
4329,60,Male,UK,14,184.34324768441041,76,29,7,PayPal,0,2580.8054675817457,33.51695412443826,1,172.22234399312012,0
3296,67,Male,UK,40,290.0969625781125,25,8,8,Card,1,11603.878503124499,446.30301935094224,0,306.68064348743206,0
2195,47,Female,India,45,471.31241257898694,66,7,6,Card,0,21209.058566054413,316.5531129261853,0,534.1619347559446,0
2358,30,Male,Germany,27,459.1416226963378,23,26,2,Crypto,1,12396.82381280112,516.53432553338,1,396.00765518762495,0
3426,47,Male,UK,42,268.5155154101419,53,3,7,PayPal,0,11277.651647225961,208.84540087455483,0,284.9841497343865,0
3980,57,Female,India,21,450.0006448112778,42,16,0,PayPal,0,9450.013541036835,219.76775676829848,1,528.8607948075944,0
912,51,Female,India,31,350.9909173049432,21,5,9,PayPal,1,10880.718436453239,494.57811074787446,0,358.2927792764268,0
3146,29,Female,India,25,57.49265060055498,97,28,5,PayPal,0,1437.3162650138745,14.666492500141576,1,64.76416768507775,1
1000,55,Male,Germany,13,105.02501830064121,75,14,8,Card,1,1365.3252379083358,17.964805761951787,0,114.17214259814533,0
3654,46,Female,UK,36,198.7358231497293,45,29,3,PayPal,1,7154.489633390254,155.53238333457074,1,220.52853934667206,0
2484,27,Female,Germany,41,287.60876704029215,5,14,4,Crypto,1,11791.959448651978,1965.3265747753296,0,245.5564653461528,0
4077,19,Female,India,24,466.8906939540771,86,19,2,PayPal,0,11205.376654897851,128.79743281491784,1,386.76050801471416,1
2371,23,Female,US,7,228.43361437346996,99,19,5,PayPal,1,1599.0353006142898,15.990353006142898,1,216.60740925661153,1
4839,52,Male,UK,39,381.20895707377383,41,10,1,PayPal,1,14867.149325877179,353.97974585421855,0,353.0640150605747,0
34,45,Male,UK,14,263.2117764830234,88,1,7,PayPal,0,3684.964870762328,41.404099671486826,0,302.14743309875934,1
3790,58,Female,US,18,372.25471231711134,68,2,8,Card,1,6700.584821708004,97.10992495228992,0,445.50946743734687,0
1021,20,Female,US,44,335.2268990992307,78,14,5,PayPal,1,14749.98356036615,186.70865266286268,0,373.2651482505328,0
1648,35,Male,India,23,353.5833290329467,84,25,6,Crypto,1,8132.416567757775,95.6754890324444,1,336.9835504976985,1
734,55,Male,US,7,208.6202271856075,99,29,2,Card,0,1460.3415902992524,14.603415902992523,1,184.66747560106384,1
4583,20,Male,UK,8,424.82799023795394,89,20,7,Card,1,3398.6239219036315,37.76248802115146,1,500.34269071926036,1
3275,59,Female,US,38,323.5524296648943,86,4,4,Crypto,0,12294.992327265983,141.32175088811476,0,297.61231370497484,1
1621,64,Female,India,13,228.52166629679814,97,23,9,Card,0,2970.781661858376,30.31409859039159,1,248.92795584716396,1
3136,35,Male,UK,35,345.9531675089449,46,26,5,PayPal,1,12108.360862813071,257.62469920878874,1,345.977425620883,0
